复兴村合作住宅小区|97735788元/㎡|江汉|常码头|振兴路15号
快快快 急售  青年路同济旁汉口新界广场 三房毛坯 南北通透|28986元/㎡|江汉|万松园|航空路26号
精装把头别墅，东边户带三面花园，临内湖，位置好!|11907元/㎡|沌口开发区|天鹅湖大道|博艺路
百瑞景二期西 毛坯四房 中间楼层采光好|28002元/㎡|武昌|丁字桥|宝通寺路37号
樱海园 128平 南北通透 前后双阳台 有入户花园 经典户型|30245元/㎡|江汉|王家墩CBD|云霞路199号
绿地光谷中心城4室2厅2卫|28553元/㎡|洪山|光谷东|神墩三路33号
水果湖汉街旁小区新电梯暖气房朝南采光好一小二中|26268元/㎡|武昌|水果湖|东湖路88号
世茂外滩 边户五房 豪华装修 地铁口 老证 豪华装修|17694元/㎡|汉阳|钟家村|滨江大道193号
（新上关山软件园）九程洋房！带院子！南北通透四房|27538元/㎡|洪山|光谷软件园|南湖大道
带车位 外滩棕榈泉 清水毛坯 临地铁 满五   近医院有钥匙|31799元/㎡|江岸|三阳路|沿江大道229号
外滩棕榈泉 精装3房 南北通透双阳台 边户挂东角 价格好谈|30941元/㎡|江岸|三阳路|沿江大道229号
融科天城(一期)3室2厅2卫好楼层价格可谈诚心出售|31354元/㎡|江岸|三阳路|解放南路168号
诚意出售 看房方便 价格可谈 户型方正 业主急售的|26919元/㎡|洪山|关山|新竹路18号
佳兆业广场天御3室2厅2卫|35702元/㎡|武昌|武昌火车站|武珞路
武昌滨江商务中心 临江大道次新房 房东诚心出售|29897元/㎡|武昌|积玉桥|临江大道188号
虎泉地铁口保利大都会卓小卓中诚心出售朝南户型诚心出售随时看|28180元/㎡|洪山|卓刀泉|雄楚大道355号
双地铁 通透全明四房 自住精装修 高层采光好 老证|24984元/㎡|江岸|三阳路|中山大道1069号
急售 棋盘街  旁 云鹤星苑电梯房精装三房 两证满五随时看房|28902元/㎡|武昌|粮道街|棋盘街52-93号
街道口南湖边湖北省检察院隔壁南湖景苑大四房湖景房|24403元/㎡|洪山|街道口|雄楚大道352号
西北湖畔 两湖总都大平层四房 业主诚意出售|15262元/㎡|江汉|西北湖|西北湖路100号
清江山水九程~正规4室2厅~楼层好~户型方正~房龄新|27524元/㎡|洪山|光谷软件园|南湖大道
天玺湾 联排别墅（东边户）花园150平送6 层高地下室|19736元/㎡|江夏|庙山|明泽街
东湖壹号 精装南北通透四居室 小高层 集中供暖 近期必卖|29710元/㎡|武昌|东亭|兴国北路9号
美院C AST送车位送家具送阁楼全款优惠价格可议房东直卖|19321元/㎡|江夏|庙山|江夏大道51号
融创澜岸一梯一户，中高楼成，可观湖，近六中上智，近8号线|22970元/㎡|江岸|后湖|和谐大道393号
急售，急售，亏100个，南北通透小高层，毛坯大四房，看房方便|22828元/㎡|洪山|关山|光谷创业街
武昌滨江徐家棚地铁口龙湖天街对面清能天奕精装三房业主诚售|29199元/㎡|武昌|徐东|和平大道
光谷东 精装改善住宅 129m 朝南 约334万|30000元/㎡|江夏|东湖高新|高科园路武汉光谷(国际)外国语学校东南侧约180米
华发外滩   老证 滴总价 刚需小三居 有钥匙|39357元/㎡|江岸|二七路|永泰路
地铁口送一房 中南医院旁 锦绣江南 集中供暖 小高层南北通透|29241元/㎡|武昌|中北路|中北路126号
武昌滨江，南北通透双阳台，一线瞰江，业主诚售，价格可谈！|28200元/㎡|武昌|徐东|临江大道
海岸豪华装修双拼别墅送200平院子！！|17946元/㎡|东西湖|金银湖|环湖路70号
武昌梦时代对面 奢华四代低密住宅 超高品质|32992元/㎡|武昌|中南路|武珞路与宝通寺路交汇处西南角，武商梦时代旁
30平入户花园   自住精装 南北通透四居 好楼层 随时看|29589元/㎡|武昌|东亭|兴国北路9号
复地东湖国际三期 刚需小三居 出行方便 有电梯 商业配套齐全|36100元/㎡|武昌|中北路|中北路118号
复地东湖国际五期 精装三房 满两年 有位子|36205元/㎡|武昌|中北路|中北路
滨江苑一期 高层南北通透三房 精装视野好 老证 急售|27207元/㎡|江岸|永清街|永泰路8号
解放公园育才  旁 金色华府精装修大3房 业主自住 老证满五|27758元/㎡|江岸|竹叶山花桥|解放公园路83号
江城雅居 电梯房 楼龄新 商品房 南北通透 中间楼层采光好|21413元/㎡|洪山|关山|关山大道
和昌森林湖  洋房     层 精装修 老证 芳草 二桥|25000元/㎡|汉阳|四新|芳草西路
龙苑澜岸别墅 装修花了120万 花园100平 没有入住过|20107元/㎡|江夏|藏龙岛|栗庙路12号
关山华科地铁口 必看好房 琨瑜府三期 经典四叶草户型 急售|22710元/㎡|洪山|关山|光谷创业街
（新上必看好房！ 急售！）关山保利时代南区！ 好楼层！|26711元/㎡|洪山|关山|新竹路18号
医疗配套成熟 高楼层视野无遮挡 电梯房 装修好 商业配套齐全|19929元/㎡|汉阳|钟家村|滨江大道190号
急急急 单价2.9万 看江看湖|29057元/㎡|武昌|徐东|和平大道
同馨花园(一期)简单装修 电梯房  4室2厅 居家自住 保养|21351元/㎡|硚口|崇仁路|解放大道1095号
绿城金地凤起听澜 装修好 南北通透 正规商品房 停车方便|27305元/㎡|汉阳|四新|四新南路,近晴川大道
保利大都会3室2厅2卫|30079元/㎡|洪山|卓刀泉|雄楚大道355号
中建光谷之星，地理位置好，业主诚心出售，价格可谈，看房方便|26711元/㎡|洪山|光谷东|高新大道
东原时光道  豪华装修  一天未住|30833元/㎡|武昌|徐东|团结路16号
一线湖景 一梯一户大平层尊享电梯独立入户  四面采光通风|20493元/㎡|洪山|珞狮南路|苫风咀8号
双卫 高楼层视野无遮挡 朝南 商品住宅 近医院 精装好房|27461元/㎡|江岸|竹叶山花桥|建设大道937号
金地悦江时代悦峯4室2厅2卫精装修,房东直卖|21304元/㎡|硚口|古田|古田二路
格局合理，没有浪费面积，利用空间大，好户型日照充足，空气流畅|24667元/㎡|江岸|竹叶山花桥|江大路37号
金惠公寓3室两厅两卫房东直卖 育才 地铁口
70年产权诚意卖|29536元/㎡|江岸|竹叶山花桥|建设大道786-796号
帝斯曼国际中心 专注孩子的未来 满2年 中建楼层 不临街|52246元/㎡|武昌|武昌火车站|武珞路421号
碧海花园双拼别墅235平385万花园170平|16348元/㎡|东西湖|金银湖|金银湖北街
云梦台空中大平层 中间楼层 老证 视野无遮挡 随时看房|19378元/㎡|江岸|后湖|华岭路66号
（新上必看别墅）！可大刀！送两个超大星空露台！三寄宿旁|22300元/㎡|汉阳|四新|夏弦街2号
医疗配套成熟送家具送阁楼房东直卖价格可议|13976元/㎡|汉阳|钟家村|五龙路60号
价格可刀！世纪江尚 高层自住精装 南北通透 老证  随时看|23135元/㎡|江汉|前进/江汉|花楼街122号
保利大都会   精装修  三房两厅两卫 不临街  有钥匙|30770元/㎡|洪山|卓刀泉|雄楚大道355号
水域天际，大三房，好位置，好楼层，实木装修|27523元/㎡|武昌|南湖花园|建安街特1号
绿地海珀御观 精装可拎包入住 侧面观江 中高层 老证|27305元/㎡|武昌|徐家棚|和平大道750号
世纪江尚3室2厅2卫|31185元/㎡|江汉|前进/江汉|花楼街122号
城投武汉印 单价2.4  江景大平层 旁边阿里华中总部|30000元/㎡|武昌|徐东|友谊大道401号（阿里华中总部旁）
急售！清江九程，好楼层 业主二次装修 满二年 随时看房|27189元/㎡|洪山|光谷软件园|南湖大道
袁家社区 稍有大户型 拎包入住 老证 看房方便|37729元/㎡|江岸|永清街|解放大道1272号
汉阳二环墨水湖公园里的一线湖景精装大平层专梯专户|21897元/㎡|汉阳|七里庙|汉阳大道墨水湖北路墨水湖公园1号门内150米
全屋中央空调暖气(含卫生间）朝南三居 高层 看东湖 随时看|34953元/㎡|武昌|中北路|中北路118号
豪华设计送地下室房东直卖全款优惠送花园送车位送家具送阁楼|27738元/㎡|江夏|藏龙岛|栗庙路9号
中北路 汉街 刚需小三居 医疗配套成熟 临地铁 南北通透|38211元/㎡|武昌|中北路|中北路118号
4室2厅2卫1衣帽间，边套带车位高性价比价格可谈房东直卖|20555元/㎡|汉阳|五里墩|琴台大道386号
小区环境不错，绿化的，物业负责，房子总价低，房东诚心出售|19651元/㎡|江夏|庙山|江夏大道51号
小三房户型通透方正，好楼层，业主诚心出售，价格可谈|29182元/㎡|武昌|徐东|和平大道
武昌滨江商务区 月亮湾壹号 地铁口 南北通透 采光好 诚售|30186元/㎡|武昌|徐东|和平大道
中南路地铁口 房东诚心出售 欢迎随时实地看房|39261元/㎡|武昌|中南路|洪山二巷6号
滨江苑一期 中间好楼层 出行方便 有电梯 双卫 近地铁|26770元/㎡|江岸|永清街|永泰路8号
惠园大公馆 双卫格局 有电梯 车位充足 南北通透 临地铁|23465元/㎡|江岸|竹叶山花桥|建设大道959号
急售 独栋 满二 一亩地大花园 三层带车库 丰泽苑别墅|12038元/㎡|江夏|庙山|江夏大道50号
满二 3室2厅 精装修 同馨花园雍豪府 居家自住 保养好|25282元/㎡|硚口|宝丰|京汉大道213号
南湖金地三期 梦茵区 四室两卫 南北通透 临地铁|23151元/㎡|洪山|珞狮南路|文昌路90号
满二 交通便利 商业配套齐全 电梯房 商品住宅 近地铁|24161元/㎡|硚口|宗关|建一路2号
金地澜菲溪岸上下三层上叠 老证景观入户带大露台使用面积大|19233元/㎡|汉阳|四新|芳草五街
武昌滨江核心 月亮湾小区 小面积三居 南北通透 看房随时|29922元/㎡|武昌|徐东|和平大道
华润琨瑜府，中间楼层毛坯四房诚心出售，视野开阔无遮挡|24013元/㎡|洪山|关山|光谷创业街
长江悦 近地铁 正规商品房 带电梯 中间楼层 次新房 双卫|34020元/㎡|武昌|积玉桥|和平大道
长江悦 南北通透 临地铁 有电梯 出行方便 正规商品房|31148元/㎡|武昌|积玉桥|和平大道
梦时代旁 街道口 龙湖天玺 精装三房 通透无遮挡配合满二过户|30695元/㎡|武昌|丁字桥|石牌岭路
黄.金海岸双拼别墅 带地下室和车库 临水系 带花园 老证|18478元/㎡|东西湖|金银湖|环湖路70号
关山大道 低密度洋房 公摊小 泷悦华府 南北通透|23989元/㎡|洪山|关山|关山大道
中建光谷之星 毛坯四房 品质大平层 中式园林 业主诚售|22695元/㎡|洪山|光谷东|高新大道
盘龙城品质小区 人车分流 绿化环境优美 保养好 好楼层|18659元/㎡|黄陂|盘龙城|巨龙大道217号
越秀星汇云锦 朝南 4房 老证 一线看江 有钥匙 户型方正|25573元/㎡|硚口|武胜路|云锦路5号
国贸新都3室2厅1卫|29688元/㎡|江汉|万松园|建设大道562-564号
停车方便 精装可拎包入住 商品住宅 双卫格局 临地铁|27627元/㎡|武昌|武昌火车站|武珞路
恒达盘龙湾竹苑 满二 正规商品房 正南朝向 中间好楼层|15588元/㎡|黄陂|盘龙城|盘龙大道
次新小区 德成红墅 挂边别墅 4层 有车库 院子300平临湖|15883元/㎡|黄陂|盘龙城|巨龙大道
琨瑜府经典大4房，4叶草户型，动静分区，中间楼层，随时看房|22762元/㎡|洪山|关山|关山大道29号
万科翡翠国际 高区 精装修 次新房 随时看|31765元/㎡|江汉|唐家墩|长江日报路79号
急售！联排边户 楼间距大 采光好 临湿地公园 龙苑澜岸别墅|18822元/㎡|江夏|藏龙岛|栗庙路12号
水果湖2010年电梯房，房龄新，户型好，集中供暖，停车方便|33653元/㎡|武昌|水果湖|洪山侧路8号
城投璞岸 纯毛坯 南北通透 户型方正 看房提前联系|26107元/㎡|洪山|卓刀泉|雄楚大道450号
南湖畔城投瀚城璞岸高品质四房两厅两卫一线湖景|26065元/㎡|洪山|卓刀泉|雄楚大道450号
中建光谷之星C区 大平层 带前后花园 楼下即公园商业街|25466元/㎡|洪山|光谷东|高新大道
时代新世界4室2厅2卫|24601元/㎡|硚口|宝丰|汉西路101号
一线江景大平层一天未住，品质小区，汉阳高端圈存，随时看房|17672元/㎡|汉阳|鹦鹉|滨江大道194号
葛洲坝城市花园 3室2厅2卫 精装拎包入住 南北通透 满五|30396元/㎡|硚口|宝丰|硚口路158号
橡树湾一期南北通透大四房  公摊18%|21778元/㎡|武昌|徐东|铁机路48号
万科翡翠玖玺，精装4房，户型方正，南北通透|24457元/㎡|沌口开发区|郭徐岭广场|太子湖路
新出好房 急售急绛60萬  清江九程洋房带车位 精装南北通透|26957元/㎡|洪山|光谷软件园|南湖大道
绿地名邸公馆(北区)板楼 精装修送车位送家具房东直卖价格可议|29665元/㎡|武昌|徐家棚|和平大道513号
[精选好房]碧桂园水蓝湾   双拼别墅 三面环院|18790元/㎡|洪山|光谷东|花城南路
融侨华府 正规商品房 近医院 电梯房 中间楼层采光好|23457元/㎡|武昌|积玉桥|和平大道666号
华润悦府 一线望江景 大平层 豪华装修   即住|19740元/㎡|汉阳|五里墩|琴台大道388号
小区绿化高 医疗配套成熟 精装修 南北通透 楼层好 满五|17814元/㎡|洪山|街道口|珞狮路特1号
同馨花园(二期) 精装修 185平 南北通透 诚心出售 价格|20513元/㎡|硚口|宝丰|解放大道582附15号
关山大道保利广场保利时代电梯四房出售，随时看房。|23956元/㎡|洪山|关山|关山大道332号
独栋别墅 带350平花园 业主诚心卖 看房有钥匙|11785元/㎡|江夏|庙山|江夏大道50号
近地铁 精装修 带电梯 南北通透 商圈成熟 满五|29307元/㎡|洪山|广埠屯|广八路105号
联投半岛一品  70年联排 带车位 东边户|20745元/㎡|沌口开发区|郭徐岭广场|车城大道,近车城西路
光谷软件园 装修好 产权清晰 停车方便|22408元/㎡|洪山|光谷软件园|汤逊湖北路
新上！真！湾郡北岸公馆 中间楼层 业主急用钱急售|17272元/㎡|洪山|光谷软件园|汤逊湖北路
纳帕溪谷4室2厅3卫全套欧式实木家具真皮沙发高性价比价格可谈|26652元/㎡|江夏|藏龙岛|栗庙路9号
稳定武小武珞路帝斯曼 朝南大两室 精装修 光线好随时看|42237元/㎡|武昌|武昌火车站|武珞路421号
品园大平层，一梯一户，业主置换诚心卖，湖景视野好，一线临湖|20567元/㎡|汉阳|四新|凤起路
远洋庄园联排东边户294平380万急售，花园230平价格可谈|12923元/㎡|江夏|庙山|阳光大道10号
必看房源，中粮上叠，送花园，露台，出门500 大悦城，地铁|23081元/㎡|洪山|光谷东|光谷三路
武汉三环边一线临湖别墅，300平大院子，2个大露台，急售！！|14533元/㎡|黄陂|盘龙城|巨龙大道33号
恒大名都联排别墅 边户 270度300平大院子 老证 四层|15984元/㎡|黄陂|盘龙城|巨龙大道33号
产权清晰 低容积 精装好房 小区新 南北通透 动静分离|26652元/㎡|江夏|藏龙岛|栗庙路9号
纳帕溪谷下叠中间户 保养好 改善型住房   有花园 送车位|26542元/㎡|江夏|藏龙岛|栗庙路9号
满二 精装修 纳帕溪谷 4室2厅 楼层好 视野无遮挡|26999元/㎡|江夏|藏龙岛|栗庙路9号
纳帕溪谷 精装叠墅 南北通透采光好 低容积|27797元/㎡|江夏|藏龙岛|栗庙路9号
